District,State,State_Abbreviation,CD#,CD,2018_Cook_PVI_Score,2018_Winner,Party,flipped_seat,Dem_Votes_2018,GOP_Votes_2018,Other_Votes_2018,Dem_2018_Vote_Share,GOP_2018_Vote_Share,Clinton_Vote_Share,Trump_Vote_Share,City_Lab_Congressional_Index,2018_Cook_PVI_Score_intg,2018_Cook_PVI_Index,Pct_white,Pct_black,Pct_latino,Pct_asian_and_pacific_islander,Pct_native_american,Pct_other_race,Percent_bach_degree ,Percent_whiteBA,median_income,Percent_noncollege_white
TN2,Tennessee,TN,2,TN-2,-20,Tim Burchett,R,No,"86,668","172,856","2,609",33.10,65.90,29.7,65.1,Rural-suburban mix,-20,R+20,90.3,5.8,1.6,1,0.2,1.1,31,30.9,50701,62.3
TN3,Tennessee,TN,3,TN-3,-18,Chuck Fleischmann,R,No,"84,731","156,512","4,522",34.50,63.70,30.2,65.4,Rural-suburban mix,-18,R+18,85.7,10.4,1.6,0.9,0.3,1.1,22.7,23.5,43938,65.5
TN4,Tennessee,TN,4,TN-4,-20,Scott DesJarlais,R,No,"78,065","147,323","7,063",33.60,63.40,27.4,68.6,Rural-suburban mix,-20,R+20,86,8.3,2.3,1,0.2,2,22.6,23,50598,66.1
TN5,Tennessee,TN,5,TN-5,7,Jim Cooper,D,No,"177,923","84,317",8,67.80,32.20,56.5,38.2,Sparse suburban,7,D+7,68.5,25.1,3,1.7,0.3,1.3,37.5,43.6,54470,38.6
TN6,Tennessee,TN,6,TN-6,-24,John Rose,R,No,"70,370","172,810","5,560",28.30,69.50,23.7,72.6,Pure rural,-24,R+24,92.5,4,1.6,0.6,0.3,1,21.9,21.9,50731,72.2
TN7,Tennessee,TN,7,TN-7,-20,Mark Green,R,No,"81,661","170,071","2,652",32.10,66.90,28.2,67.5,Pure rural,-20,R+20,84.2,9.9,3.2,1.2,0.3,1.2,28.1,28.8,53276,59.9
TN8,Tennessee,TN,8,TN-8,-19,David Kustoff,R,No,"74,755","168,030","5,560",30.10,67.70,30.7,66.3,Rural-suburban mix,-19,R+19,76.8,19.3,1.7,1.2,0.2,0.8,27.6,28.9,54145,54.5
TN9,Tennessee,TN,9,TN-9,28,Steve Cohen,D,No,"145,139","34,901","1,436",80.00,19.20,77.5,19.8,Dense suburban,28,D+28,29.2,66.4,2.1,1.1,0.1,1,24.1,38.2,39761,18
TX1,Texas,TX,1,TX-1,-25,Louie Gohmert,R,No,"61,263","168,165","3,292",26.30,72.30,25.3,72.2,Pure rural,-25,R+25,71.3,18.5,8.2,0.8,0.4,0.9,20.9,24.7,45313,53.7
TX2,Texas,TX,2,TX-2,-11,Dan Crenshaw,R,No,"119,992","139,188","4,212",45.60,52.80,43.1,52.4,Dense suburban,-11,R+11,59.9,11.5,20.6,6.4,0.3,1.4,40.8,49.9,72711,29.9
TX3,Texas,TX,3,TX-3,-13,Van Taylor,R,No,"138,234","169,520","4,757",44.20,54.20,40.6,54.8,Dense suburban,-13,R+13,69.2,9.1,9.7,10,0.3,1.6,53.5,55,88619,31.1
TX4,Texas,TX,4,TX-4,-28,John Ratcliffe,R,No,"57,400","188,667","3,178",23.00,75.70,21.8,75.4,Pure rural,-28,R+28,79.6,10.7,6.9,0.7,0.6,1.5,22.1,24.3,52481,60.2
TX5,Texas,TX,5,TX-5,-16,Lance Gooden,R,No,"78,666","130,617",224,37.50,62.30,34.3,62.7,Rural-suburban mix,-16,R+16,66.8,16.2,13.9,1.6,0.5,1.1,21.1,26,50536,49.4
TX6,Texas,TX,6,TX-6,-9,Ron Wright,R,No,"116,350","135,961","3,731",45.40,53.10,41.9,54.2,Dense suburban,-9,R+9,60.1,19.4,14.5,4.2,0.4,1.4,28.7,32.2,65758,40.7
TX7,Texas,TX,7,TX-7,-7,Lizzie Fletcher,D,Yes (to Democrats),"127,959","115,642",0,52.50,47.50,48.5,47.1,Urban-suburban mix,-7,R+7,56.8,14.1,19,8.7,0.2,1.3,50.7,61.5,71183,21.8
TX8,Texas,TX,8,TX-8,-28,Kevin Brady,R,No,"67,930","200,619","4,621",24.90,73.40,23.9,72.7,Rural-suburban mix,-28,R+28,74.9,9,12.4,2.2,0.3,1.2,30.2,32.5,64861,50.5
TX9,Texas,TX,9,TX-9,29,Al Green,D,No,"136,256",0,"16,745",89.10,0.00,79.3,18,Urban-suburban mix,29,D+29,16.9,47.7,23.2,11,0.2,1,23.8,44.5,46048,9.4
TX10,Texas,TX,10,TX-10,-9,Michael McCaul,R,No,"144,034","157,166","6,627",46.80,51.10,43.2,52.3,Rural-suburban mix,-9,R+9,65.6,11.2,17.7,4,0.2,1.3,38.7,45.5,73476,35.7
TX11,Texas,TX,11,TX-11,-32,Mike Conaway,R,No,"40,631","176,603","3,143",18.40,80.10,19.1,77.8,Rural-suburban mix,-32,R+32,65.9,3.7,28.4,0.7,0.3,1,20.4,26.3,50602,48.5
TX12,Texas,TX,12,TX-12,-18,Kay Granger,R,No,"90,994","172,557","4,940",33.90,64.30,32.7,62.9,Sparse suburban,-18,R+18,72.4,8.4,14.8,2.7,0.4,1.3,29.9,34.3,62214,47.5
TX13,Texas,TX,13,TX-13,-33,Mac Thornberry,R,No,"35,083","169,027","3,175",16.90,81.50,16.9,79.9,Rural-suburban mix,-33,R+33,73.8,5.5,17.5,1.3,0.6,1.3,20.4,24.7,50150,55.6
TX14,Texas,TX,14,TX-14,-12,Randy Weber,R,No,"92,212","138,942","3,374",39.30,59.20,38.4,58.2,Sparse suburban,-12,R+12,59,20.9,16.4,2.4,0.3,1,22.7,28.4,58103,42.2
TX15,Texas,TX,15,TX-15,7,Vicente Gonzalez,D,No,"98,333","63,862","2,607",59.70,38.80,56.7,40,Sparse suburban,7,D+7,23.1,2.4,72.8,1.2,0.2,0.4,19.8,31.1,41947,15.9
TX16,Texas,TX,16,TX-16,17,Veronica Escobar,D,No,"124,437","49,127","8,190",68.50,27.00,67.9,27.2,Dense suburban,17,D+17,19,4.3,74.4,1.2,0.3,0.8,23.9,37,44045,11.9
TX17,Texas,TX,17,TX-17,-12,Bill Flores,R,No,"98,070","134,841","4,440",41.30,56.80,38.8,56.3,Rural-suburban mix,-12,R+12,65.6,13.3,16.6,2.9,0.2,1.4,29.4,36.3,50888,41.8
TX18,Texas,TX,18,TX-18,27,Sheila Jackson Lee,D,No,"138,704","38,368","7,260",75.20,20.80,76.5,20,Dense suburban,27,D+27,23.6,46.4,25,3.9,0.1,1,22.4,49.6,42662,11.8
TX19,Texas,TX,19,TX-19,-27,Jodey Arrington,R,No,"50,039","151,946",0,24.80,75.20,23.5,72.5,Rural-suburban mix,-27,R+27,62.5,6,29,1,0.4,1.1,22.4,30.8,47875,43.2
TX20,Texas,TX,20,TX-20,10,Joaquin Castro,D,No,"139,038",0,"32,925",80.90,0.00,61,34.3,Dense suburban,10,D+10,26.7,5.6,64.3,2.2,0.2,1,24.7,42.7,49421,15.3
TX21,Texas,TX,21,TX-21,-10,Chip Roy,R,No,"168,421","177,654","7,542",47.60,50.20,42.5,52.5,Dense suburban,-10,R+10,69.6,3.3,23.1,2.3,0.2,1.4,45.1,49.7,68987,35
TX22,Texas,TX,22,TX-22,-10,Pete Olson,R,No,"138,153","152,750","6,502",46.50,51.40,44.2,52.1,Sparse suburban,-10,R+10,49.7,14.5,19.5,14.7,0.3,1.3,45.1,46.6,87901,26.5
TX23,Texas,TX,23,TX-23,-1,Will Hurd,R,No,"102,359","103,285","4,425",48.70,49.20,49.8,46.4,Rural-suburban mix,-1,R+1,31.8,3.8,62,1.2,0.4,0.8,21.7,38.4,51293,19.6
TX24,Texas,TX,24,TX-24,-9,Kenny Marchant,R,No,"125,231","133,317","4,870",47.50,50.60,44.5,50.7,Dense suburban,-9,R+9,63.3,11.6,14.5,8.4,0.3,1.8,44.7,50.9,70454,31
TX25,Texas,TX,25,TX-25,-11,Roger Williams,R,No,"136,385","163,023","5,145",44.80,53.50,40.2,55.1,Rural-suburban mix,-11,R+11,74.9,7.1,13.5,2.3,0.3,1.8,37.2,41.4,69083,43.8
TX26,Texas,TX,26,TX-26,-18,Michael Burgess,R,No,"121,938","185,551","5,016",39.00,59.40,34.4,60.9,Sparse suburban,-18,R+18,74.4,7.5,12,3.9,0.4,1.8,44.2,46.7,87272,39.6
TX27,Texas,TX,27,TX-27,-13,Michael Cloud,R,No,"75,929","125,118","6,374",36.60,60.30,36.5,60.1,Rural-suburban mix,-13,R+13,47.3,5.4,45.2,1.1,0.2,0.8,20.3,29.3,53047,33.4
TX28,Texas,TX,28,TX-28,9,Henry Cuellar,D,No,"117,494",0,"21,732",84.40,0.00,58.3,38.5,Sparse suburban,9,D+9,24.5,5.3,68.3,0.8,0.2,0.9,17.7,28.3,44021,17.5
TX29,Texas,TX,29,TX-29,19,Sylvia Garcia,D,No,"88,188","28,098","1,208",75.10,23.90,71.1,25.4,Dense suburban,19,D+19,18.7,16.1,62.3,2.1,0.3,0.5,10.4,21.1,41737,14.7
TX30,Texas,TX,30,TX-30,29,Eddie Bernice Johnson,D,No,"166,784",0,"16,390",91.10,0.00,79.1,18.3,Dense suburban,29,D+29,22.6,52.8,21.4,1.9,0.2,1.1,20.5,40.8,44689,13.3
TX31,Texas,TX,31,TX-31,-10,John Carter,R,No,"136,362","144,680","4,965",47.70,50.60,40.8,53.5,Sparse suburban,-10,R+10,64.8,11.2,18.3,3.4,0.3,2,34.3,38.3,69228,40
TX32,Texas,TX,32,TX-32,-5,Colin Allred,D,Yes (to Democrats),"144,067","126,101","5,452",52.30,45.80,48.5,46.6,Dense suburban,-5,R+5,63.8,13,14.2,6.7,0.2,2,43.4,55.7,70119,28.2
TX33,Texas,TX,33,TX-33,23,Marc Veasey,D,No,"90,805","26,120","2,299",76.20,21.90,72.9,23.7,Dense suburban,23,D+23,27,24.4,44.9,2.5,0.3,0.9,9.3,24.3,38445,20.4
TX34,Texas,TX,34,TX-34,10,Filemon Vela,D,No,"85,825","57,243",0,60.00,40.00,59.2,37.7,Rural-suburban mix,10,D+10,20.4,1.7,77.1,0.5,0.1,0.2,15.1,26.1,37989,15
TX35,Texas,TX,35,TX-35,15,Lloyd Doggett,D,No,"138,278","50,553","5,236",71.30,26.00,64.1,30.5,Dense suburban,15,D+15,34.2,10.6,52.4,1.3,0.2,1.2,20.4,34.3,48490,22.4
TX36,Texas,TX,36,TX-36,-26,Brian Babin,R,No,"60,908","161,048",0,27.40,72.60,25.2,72,Rural-suburban mix,-26,R+26,71.6,9.5,15.6,1.7,0.4,1.2,19.4,21.7,58984,56
UT1,Utah,UT,1,UT-1,-26,Rob Bishop,R,No,"63,308","156,692","34,333",24.90,61.60,22.4,49.7,Sparse suburban,-26,R+26,87.3,0.9,7.9,1.6,0.9,1.3,28.9,31.3,65896,59.9
UT2,Utah,UT,2,UT-2,-16,Chris Stewart,R,No,"105,051","151,489","13,504",38.90,56.10,32,46,Rural-suburban mix,-16,R+16,85.7,0.9,8.4,2.7,0.9,1.3,32.5,35.3,60700,55.4
UT3,Utah,UT,3,UT-3,-25,John Curtis,R,No,"70,686","174,856","13,316",27.30,67.50,23.3,47.2,Sparse suburban,-25,R+25,88.8,0.5,5.9,1.9,1.4,1.6,41.6,44,70763,49.7
UT4,Utah,UT,4,UT-4,-13,Ben McAdams,D,Yes (to Democrats),"134,964","134,270",37,50.10,49.90,32.4,39.1,Dense suburban,-13,R+13,84.4,1.2,9.2,3.3,0.7,1.2,28.2,31.2,68711,58
VA1,Virginia,VA,1,VA-1,-8,Rob Wittman,R,No,"148,464","183,250",387,44.70,55.20,41.2,53.6,Rural-suburban mix,-8,R+8,73.3,16.7,5.3,2.4,0.4,1.9,37.5,41.2,81338,43
VA2,Virginia,VA,2,VA-2,-3,Elaine Luria,D,Yes (to Democrats),"139,571","133,458",371,51.10,48.80,45.4,48.8,Dense suburban,-3,R+3,68,19.3,5.5,4.4,0.3,2.4,34.4,38.5,66953,41.8
VA3,Virginia,VA,3,VA-3,16,Bobby Scott,D,No,"198,615",0,"19,107",91.20,0.00,63.6,31.9,Dense suburban,16,D+16,46.3,45.1,4,2.2,0.3,2.1,26.2,32.3,51794,31.3
VA4,Virginia,VA,4,VA-4,10,Don McEachin,D,No,"187,642","107,706","4,506",62.60,35.90,58.7,37.1,Rural-suburban mix,10,D+10,52.1,41.5,2.8,1.6,0.3,1.8,30.1,37.8,54607,32.4
VA5,Virginia,VA,5,VA-5,-6,Denver Riggleman,R,No,"145,040","165,339",547,46.60,53.20,42.3,53.4,Pure rural,-6,R+6,75.9,20.1,1.6,1,0.2,1.2,27.9,31.5,52237,52
VA6,Virginia,VA,6,VA-6,-13,Ben Cline,R,No,"113,133","167,957",287,40.20,59.70,34.9,59.7,Rural-suburban mix,-13,R+13,84.9,10.2,2.4,1.1,0.2,1.2,26.6,28.7,50061,60.5
VA7,Virginia,VA,7,VA-7,-6,Abigail Spanberger,D,Yes (to Democrats),"176,079","169,295","4,429",50.30,48.40,44,50.5,Rural-suburban mix,-6,R+6,73.2,18.4,3.5,3,0.2,1.6,39,43.1,73580,41.6
VA8,Virginia,VA,8,VA-8,21,Don Beyer,D,No,"247,137","76,899",712,76.10,23.70,73.5,20.9,Urban-suburban mix,21,D+21,64.1,13.6,10,9.8,0.2,2.4,61.8,77.1,100719,14.6
VA9,Virginia,VA,9,VA-9,-19,Morgan Griffith,R,No,"85,833","160,933",214,34.80,65.20,27.3,68.8,Pure rural,-19,R+19,91.8,5.4,1.1,0.8,0.1,0.8,20.4,20,41698,73.4
VA10,Virginia,VA,10,VA-10,1,Jennifer Wexton,D,Yes (to Democrats),"206,356","160,841",598,56.10,43.70,52.2,42.2,Sparse suburban,1,D+1,72.5,7.2,7.1,10.9,0.3,2.1,54.3,56.7,120384,31.3
VA11,Virginia,VA,11,VA-11,15,Gerry Connolly,D,No,"219,191","83,023","6,051",71.10,26.90,66.9,27.5,Dense suburban,15,D+15,58.2,13.5,10.8,14.7,0.1,2.8,55.5,66.5,106554,19.4
VTAL,Vermont,VT,AL,VT-AL,15,Peter Welch,D,No,"188,547","70,705","13,199",69.20,26.00,56.7,30.3,Pure rural,15,D+15,95.4,0.8,1.4,0.9,0.3,1.3,36.4,36.5,57677,60.5
WA1,Washington,WA,1,WA-1,6,Suzan DelBene,D,No,"197,209","135,534",0,59.30,40.70,54.1,37.8,Sparse suburban,6,D+6,83.8,1.1,4.8,6.7,1,2.5,43.4,41.5,91018,48.9
WA2,Washington,WA,2,WA-2,10,Rick Larsen,D,No,"210,187",0,"84,646",71.30,0.00,56.9,34.8,Dense suburban,10,D+10,80.4,2.4,5.8,7,1.2,3.3,30.3,31.4,65187,55.1
WA3,Washington,WA,3,WA-3,-4,Jaime Herrera Beutler,R,No,"145,407","161,819",0,47.30,52.70,42.5,49.9,Rural-suburban mix,-4,R+4,87.6,1.4,4.5,3,0.8,2.8,25.4,25.8,61304,65
WA4,Washington,WA,4,WA-4,-13,Dan Newhouse,R,No,"83,785","141,551",0,37.20,62.80,35.1,57.9,Rural-suburban mix,-13,R+13,72.6,1.1,20.4,1.3,2.6,2,20.1,26.4,52484,53.4
WA5,Washington,WA,5,WA-5,-8,Cathy McMorris Rodgers,R,No,"144,925","175,422",0,45.20,54.80,39.1,52.2,Rural-suburban mix,-8,R+8,88.5,1.4,4.1,1.9,1.4,2.6,30.4,30.9,51697,61.1
WA6,Washington,WA,6,WA-6,6,Derek Kilmer,D,No,"206,409","116,677",0,63.90,36.10,51.8,39.5,Rural-suburban mix,6,D+6,82.5,3.5,4.6,3.8,1.7,3.9,29.7,31.6,60616,56.4
WA7,Washington,WA,7,WA-7,33,Pramila Jayapal,D,No,"329,800","64,881",0,83.60,16.40,82.1,12.2,Urban-suburban mix,33,D+33,78.1,3.5,5,8.8,0.6,4.1,61,64.5,84579,27.7
WA8,Washington,WA,8,WA-8,0,Kim Schrier,D,Yes (to Democrats),"164,089","148,968",0,52.40,47.60,47.7,44.7,Sparse suburban,0,EVEN,81.3,2.7,6.1,6.4,0.9,2.8,34.5,35.1,79516,52.7
WA9,Washington,WA,9,WA-9,21,Adam Smith,D,No,"240,567",0,0,100.00,0.00,70.5,23.3,Dense suburban,21,D+21,58.5,10.5,6,19.8,0.7,4.6,41.8,48.1,75407,30.3
WA10,Washington,WA,10,WA-10,5,Denny Heck,D,No,"166,215","103,860",0,61.50,38.50,51.3,39.9,Dense suburban,5,D+5,74.6,6.1,6.9,6.8,1.3,4.3,28.7,30.9,62206,51.4
WI1,Wisconsin,WI,1,WI-1,-5,Bryan Steil,R,No,"137,508","177,492","10,013",42.30,54.60,42.3,52.6,Sparse suburban,-5,R+5,86.8,5,5.6,1.3,0.3,1,28.2,29.7,61589,61
WI2,Wisconsin,WI,2,WI-2,18,Mark Pocan,D,No,"309,116",0,38,100.00,0.00,65.8,29,Rural-suburban mix,18,D+18,89.4,3.6,2.9,2.4,0.3,1.3,42.6,43.3,65589,50.7
WI3,Wisconsin,WI,3,WI-3,0,Ron Kind,D,No,"187,888","126,980",0,59.70,40.30,44.8,49.3,Pure rural,0,EVEN,94.8,1,1.3,1.5,0.5,0.8,25.4,25.8,52154,70.3
WI4,Wisconsin,WI,4,WI-4,25,Gwen Moore,D,No,"206,487","59,091","7,170",75.70,21.70,74,21.8,Urban-suburban mix,25,D+25,52.6,32.8,9.7,2.6,0.5,1.8,27.4,39.9,41816,31.6
WI5,Wisconsin,WI,5,WI-5,-13,Jim Sensenbrenner,R,No,"138,385","225,619",1,38.00,62.00,37.3,57.4,Sparse suburban,-13,R+13,92.4,1.8,3.3,1.4,0.2,0.8,36.9,36.9,68162,58.3
WI6,Wisconsin,WI,6,WI-6,-8,Glenn Grothman,R,No,"144,536","180,311",0,44.50,55.50,38.8,55.7,Rural-suburban mix,-8,R+8,93.6,1.5,2.3,1.4,0.5,0.7,26.4,26.8,57129,68.5
WI7,Wisconsin,WI,7,WI-7,-8,Sean Duffy,R,No,"124,307","194,061","4,419",38.50,60.10,37.3,57.7,Pure rural,-8,R+8,94.6,0.5,1.2,1,1.8,0.9,23.1,23.4,51738,72.5
WI8,Wisconsin,WI,8,WI-8,-7,Mike Gallagher,R,No,"119,265","209,410",0,36.30,63.70,38.6,56.2,Rural-suburban mix,-7,R+7,92.3,1,2.2,1.4,2.1,1,25.4,26,57888,68.3
WV1,West Virginia,WV,1,WV-1,-19,David McKinley,R,No,"70,217","127,997",0,35.40,64.60,26.4,68,Pure rural,-19,R+19,95,2.4,0.9,0.6,0.2,0.9,23.5,23.1,45611,73
WV2,West Virginia,WV,2,WV-2,-17,Alex Mooney,R,No,"88,011","110,504","6,277",43.00,54.00,29.4,65.8,Pure rural,-17,R+17,92.5,3.8,1.3,0.6,0.2,1.6,21.5,21.1,48358,72.9
WV3,West Virginia,WV,3,WV-3,-23,Carol Miller,R,No,"76,340","98,645",0,43.60,56.40,23.3,72.5,Pure rural,-23,R+23,94,3.8,0.8,0.4,0.2,0.9,17.4,17.2,37728,77.8
WYAL,Wyoming,WY,AL,WY-AL,-25,Liz Cheney,R,No,"59,903","127,963","13,379",29.80,63.60,22.5,70.1,Pure rural,-25,R+25,88.4,0.9,6.9,0.6,1.8,1.5,27.1,28.5,59882,63.1
